PR_NUM,REVISION,METERID,CREATEDDATE,FORECASTID,REQUESTED_DATE,STATUS,RESPONSE_DATE,RESPONSE_STATUS
1-HLT2WM,2,NEPOOL_UI_1520043998020,12/4/2019 15:36,20191204153703898000_NEPOOL_UI_1520043998020,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043804020,12/4/2019 15:36,20191204153703258000_NEPOOL_UI_1520043804020,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1111008990001,12/4/2019 15:36,20191204153703195000_NEPOOL_UI_1111008990001,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51877942078_257271009,12/4/2019 15:36,20191204153703054000_NEPOOL_CLP_51877942078_257271009,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51769646068_178043000,12/4/2019 15:36,20191204153702632000_NEPOOL_CLP_51769646068_178043000,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51712187087_186373000,12/4/2019 15:36,20191204153702883000_NEPOOL_CLP_51712187087_186373000,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51204053052_027632003,12/4/2019 15:36,20191204153702695000_NEPOOL_CLP_51204053052_027632003,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51119793008_653462009,12/4/2019 15:36,20191204153701836000_NEPOOL_CLP_51119793008_653462009,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51039053038_201632009,12/4/2019 15:36,20191204153701695000_NEPOOL_CLP_51039053038_201632009,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1620004150020,12/4/2019 15:36,20191204153701836000_NEPOOL_UI_1620004150020,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044121020,12/4/2019 15:36,20191204153701617000_NEPOOL_UI_1520044121020,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044051020,12/4/2019 15:36,20191204153701304000_NEPOOL_UI_1520044051020,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043965020,12/4/2019 15:36,20191204153701226000_NEPOOL_UI_1520043965020,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51597153055_719732006,12/4/2019 15:36,20191204153701179000_NEPOOL_CLP_51597153055_719732006,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51574835054_190762004,12/4/2019 15:36,20191204153701085000_NEPOOL_CLP_51574835054_190762004,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51393053095_059632006,12/4/2019 15:36,20191204153700992000_NEPOOL_CLP_51393053095_059632006,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:02,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51355253063_287632004,12/4/2019 15:36,20191204153700960000_NEPOOL_CLP_51355253063_287632004,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51025253014_128732005,12/4/2019 15:36,20191204153702711000_NEPOOL_CLP_51025253014_128732005,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:02,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000017711,12/4/2019 15:36,20191204153701523000_NEPOOL_UI_3000000017711,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043950020,12/4/2019 15:36,20191204153702257000_NEPOOL_UI_1520043950020,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043876020,12/4/2019 15:36,20191204153701992000_NEPOOL_UI_1520043876020,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51790803092_740012003,12/4/2019 15:36,20191204153702711000_NEPOOL_CLP_51790803092_740012003,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51756714069_703143001,12/4/2019 15:36,20191204153702898000_NEPOOL_CLP_51756714069_703143001,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51550915060_599722005,12/4/2019 15:36,20191204153701679000_NEPOOL_CLP_51550915060_599722005,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51408695088_638332009,12/4/2019 15:36,20191204153702211000_NEPOOL_CLP_51408695088_638332009,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:05,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51378317002_289372007,12/4/2019 15:36,20191204153700757000_NEPOOL_CLP_51378317002_289372007,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 15:58,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51360014021_088272002,12/4/2019 15:36,20191204153700726000_NEPOOL_CLP_51360014021_088272002,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51189014087_234372008,12/4/2019 15:36,20191204153700601000_NEPOOL_CLP_51189014087_234372008,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 15:58,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51182637025_549972001,12/4/2019 15:36,20191204153700570000_NEPOOL_CLP_51182637025_549972001,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51025006065_288223007,12/4/2019 15:36,20191204153700445000_NEPOOL_CLP_51025006065_288223007,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000022922,12/4/2019 15:36,20191204153700492000_NEPOOL_UI_3000000022922,12/4/2019 15:37,FORECAST_COMPLETE,12/4/2019 15:59,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044009020,12/4/2019 15:35,20191204153604468000_NEPOOL_UI_1520044009020,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1171000694001,12/4/2019 15:35,20191204153604452000_NEPOOL_UI_1171000694001,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 15:58,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1110069222020,12/4/2019 15:35,20191204153603702000_NEPOOL_UI_1110069222020,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51876583022_177662000,12/4/2019 15:35,20191204153604124000_NEPOOL_CLP_51876583022_177662000,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51759835093_077762007,12/4/2019 15:35,20191204153603374000_NEPOOL_CLP_51759835093_077762007,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51714253051_729632002,12/4/2019 15:35,20191204153603483000_NEPOOL_CLP_51714253051_729632002,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51515632081_281461002,12/4/2019 15:35,20191204153603390000_NEPOOL_CLP_51515632081_281461002,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 15:56,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51422405084_341403009,12/4/2019 15:35,20191204153602561000_NEPOOL_CLP_51422405084_341403009,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:02,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51106333016_903522007,12/4/2019 15:35,20191204153602577000_NEPOOL_CLP_51106333016_903522007,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000043955,12/4/2019 15:35,20191204153603124000_NEPOOL_UI_3000000043955,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000039032,12/4/2019 15:35,20191204153603640000_NEPOOL_UI_3000000039032,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000004159,12/4/2019 15:35,20191204153603640000_NEPOOL_UI_3000000004159,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044136020,12/4/2019 15:35,20191204153602546000_NEPOOL_UI_1520044136020,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51876583022_456092003,12/4/2019 15:35,20191204153602561000_NEPOOL_CLP_51876583022_456092003,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:05,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51869646067_171143008,12/4/2019 15:35,20191204153602390000_NEPOOL_CLP_51869646067_171143008,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:01,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51717553085_158932006,12/4/2019 15:35,20191204153602561000_NEPOOL_CLP_51717553085_158932006,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51660014028_036372009,12/4/2019 15:35,20191204153602546000_NEPOOL_CLP_51660014028_036372009,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51430613018_110412009,12/4/2019 15:35,20191204153602483000_NEPOOL_CLP_51430613018_110412009,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51324795012_936823006,12/4/2019 15:35,20191204153601264000_NEPOOL_CLP_51324795012_936823006,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000029839,12/4/2019 15:35,20191204153601264000_NEPOOL_UI_3000000029839,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000029838,12/4/2019 15:35,20191204153601155000_NEPOOL_UI_3000000029838,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044085020,12/4/2019 15:35,20191204153601249000_NEPOOL_UI_1520044085020,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:02,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1111006642002,12/4/2019 15:35,20191204153601108000_NEPOOL_UI_1111006642002,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51876583022_647662000,12/4/2019 15:35,20191204153601139000_NEPOOL_CLP_51876583022_647662000,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51725935043_534682006,12/4/2019 15:35,20191204153602327000_NEPOOL_CLP_51725935043_534682006,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51640075016_147332003,12/4/2019 15:35,20191204153602155000_NEPOOL_CLP_51640075016_147332003,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 15:56,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51180643033_552232004,12/4/2019 15:35,20191204153602421000_NEPOOL_CLP_51180643033_552232004,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043912020,12/4/2019 15:35,20191204153601358000_NEPOOL_UI_1520043912020,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043842020,12/4/2019 15:35,20191204153602327000_NEPOOL_UI_1520043842020,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043823020,12/4/2019 15:35,20191204153601202000_NEPOOL_UI_1520043823020,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043819020,12/4/2019 15:35,20191204153601374000_NEPOOL_UI_1520043819020,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1171007687002,12/4/2019 15:35,20191204153600780000_NEPOOL_UI_1171007687002,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:05,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1110066914020,12/4/2019 15:35,20191204153601014000_NEPOOL_UI_1110066914020,12/4/2019 15:36,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51876583022_735673008,12/4/2019 15:33,20191204153401763000_NEPOOL_CLP_51876583022_735673008,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51205077035_359173000,12/4/2019 15:33,20191204153401560000_NEPOOL_CLP_51205077035_359173000,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51138362066_027081007,12/4/2019 15:33,20191204153401294000_NEPOOL_CLP_51138362066_027081007,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51079014080_078372001,12/4/2019 15:33,20191204153401419000_NEPOOL_CLP_51079014080_078372001,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51002052009_674271000,12/4/2019 15:33,20191204153401154000_NEPOOL_CLP_51002052009_674271000,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_UI_2181003943002,12/4/2019 15:33,20191204153401075000_NEPOOL_UI_2181003943002,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044102020,12/4/2019 15:33,20191204153401013000_NEPOOL_UI_1520044102020,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044066020,12/4/2019 15:33,20191204153400872000_NEPOOL_UI_1520044066020,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043908020,12/4/2019 15:33,20191204153400904000_NEPOOL_UI_1520043908020,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043857020,12/4/2019 15:33,20191204153402248000_NEPOOL_UI_1520043857020,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1140038927020,12/4/2019 15:33,20191204153401622000_NEPOOL_UI_1140038927020,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51785934043_841192004,12/4/2019 15:33,20191204153402451000_NEPOOL_CLP_51785934043_841192004,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51543714083_801772004,12/4/2019 15:33,20191204153402294000_NEPOOL_CLP_51543714083_801772004,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51038123055_619712006,12/4/2019 15:33,20191204153402091000_NEPOOL_CLP_51038123055_619712006,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000031750,12/4/2019 15:33,20191204153401997000_NEPOOL_UI_3000000031750,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000004170,12/4/2019 15:33,20191204153402248000_NEPOOL_UI_3000000004170,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1521001859001,12/4/2019 15:33,20191204153401779000_NEPOOL_UI_1521001859001,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043946020,12/4/2019 15:33,20191204153400747000_NEPOOL_UI_1520043946020,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51947453031_177732002,12/4/2019 15:33,20191204153400794000_NEPOOL_CLP_51947453031_177732002,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51946223054_105812006,12/4/2019 15:33,20191204153400560000_NEPOOL_CLP_51946223054_105812006,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51876583022_577362001,12/4/2019 15:33,20191204153400560000_NEPOOL_CLP_51876583022_577362001,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51643253040_764732001,12/4/2019 15:33,20191204153400419000_NEPOOL_CLP_51643253040_764732001,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51550295042_648523004,12/4/2019 15:33,20191204153400466000_NEPOOL_CLP_51550295042_648523004,12/4/2019 15:34,FORECAST_COMPLETE,12/4/2019 15:56,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51501814065_910972006,12/4/2019 15:33,20191204153303630000_NEPOOL_CLP_51501814065_910972006,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51408114007_534372008,12/4/2019 15:32,20191204153303005000_NEPOOL_CLP_51408114007_534372008,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51240253096_883732007,12/4/2019 15:32,20191204153302895000_NEPOOL_CLP_51240253096_883732007,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51063023048_084612009,12/4/2019 15:32,20191204153302692000_NEPOOL_CLP_51063023048_084612009,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:05,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000029860,12/4/2019 15:32,20191204153303395000_NEPOOL_UI_3000000029860,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044047020,12/4/2019 15:32,20191204153303583000_NEPOOL_UI_1520044047020,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043838020,12/4/2019 15:32,20191204153302661000_NEPOOL_UI_1520043838020,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51887114007_424372008,12/4/2019 15:32,20191204153303130000_NEPOOL_CLP_51887114007_424372008,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51844353029_824832000,12/4/2019 15:32,20191204153302208000_NEPOOL_CLP_51844353029_824832000,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51808014054_689372005,12/4/2019 15:32,20191204153302739000_NEPOOL_CLP_51808014054_689372005,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51560014029_649372000,12/4/2019 15:32,20191204153302098000_NEPOOL_CLP_51560014029_649372000,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51550915060_171822003,12/4/2019 15:32,20191204153302661000_NEPOOL_CLP_51550915060_171822003,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51395694094_070103002,12/4/2019 15:32,20191204153301926000_NEPOOL_CLP_51395694094_070103002,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51324014067_134372008,12/4/2019 15:32,20191204153302098000_NEPOOL_CLP_51324014067_134372008,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51196624076_210382007,12/4/2019 15:32,20191204153301661000_NEPOOL_CLP_51196624076_210382007,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51170345045_552413000,12/4/2019 15:32,20191204153301645000_NEPOOL_CLP_51170345045_552413000,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51056114036_857372007,12/4/2019 15:32,20191204153301239000_NEPOOL_CLP_51056114036_857372007,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044028020,12/4/2019 15:32,20191204153301145000_NEPOOL_UI_1520044028020,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043861020,12/4/2019 15:32,20191204153301129000_NEPOOL_UI_1520043861020,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1110066897020,12/4/2019 15:32,20191204153301020000_NEPOOL_UI_1110066897020,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51665142071_091861003,12/4/2019 15:32,20191204153300973000_NEPOOL_CLP_51665142071_091861003,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51429746035_271143008,12/4/2019 15:32,20191204153303255000_NEPOOL_CLP_51429746035_271143008,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51363014010_978372001,12/4/2019 15:32,20191204153301645000_NEPOOL_CLP_51363014010_978372001,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51273004085_204762006,12/4/2019 15:32,20191204153302005000_NEPOOL_CLP_51273004085_204762006,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51244334025_036882006,12/4/2019 15:32,20191204153302208000_NEPOOL_CLP_51244334025_036882006,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51047114038_696372009,12/4/2019 15:32,20191204153302567000_NEPOOL_CLP_51047114038_696372009,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51042014092_072472003,12/4/2019 15:32,20191204153301770000_NEPOOL_CLP_51042014092_072472003,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000033499,12/4/2019 15:32,20191204153302286000_NEPOOL_UI_3000000033499,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:05,SUCCESS
1-HLT2WM,2,NEPOOL_UI_3000000004172,12/4/2019 15:32,20191204153303114000_NEPOOL_UI_3000000004172,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 15:59,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044140020,12/4/2019 15:32,20191204153301083000_NEPOOL_UI_1520044140020,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520044070020,12/4/2019 15:32,20191204153300723000_NEPOOL_UI_1520044070020,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1520043979020,12/4/2019 15:32,20191204153300692000_NEPOOL_UI_1520043979020,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_UI_1180091101020,12/4/2019 15:32,20191204153300489000_NEPOOL_UI_1180091101020,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51987114006_067372007,12/4/2019 15:32,20191204153301145000_NEPOOL_CLP_51987114006_067372007,12/4/2019 15:33,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51885353003_301732004,12/4/2019 15:31,20191204153206059000_NEPOOL_CLP_51885353003_301732004,12/4/2019 15:32,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51756553012_960042003,12/4/2019 15:31,20191204153206106000_NEPOOL_CLP_51756553012_960042003,12/4/2019 15:32,FORECAST_COMPLETE,12/4/2019 16:07,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51713726016_236533004,12/4/2019 15:31,20191204153205497000_NEPOOL_CLP_51713726016_236533004,12/4/2019 15:32,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51606842094_883271005,12/4/2019 15:31,20191204153205731000_NEPOOL_CLP_51606842094_883271005,12/4/2019 15:32,FORECAST_COMPLETE,12/4/2019 16:03,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51520384033_914892007,12/4/2019 15:31,20191204153204278000_NEPOOL_CLP_51520384033_914892007,12/4/2019 15:32,FORECAST_COMPLETE,12/4/2019 16:04,SUCCESS
1-HLT2WM,2,NEPOOL_CLP_51483942025_651371006,12/4/2019 15:31,20191204153204418000_NEPOOL_CLP_51483942025_651371006,12/4/2019 15:32,FORECAST_COMPLETE,12/4/2019 16:06,SUCCESS
